title,reply
내가 실제로 구입한 갤럭시 S23은 무엇일까? 현재 이슈되는 화면 불량 체크하기,"이번에 s23플러스 구매했는데 요즘 아이폰 디자인이 이뻐보였던 터라 디자인도 엣지가 없어서 만족스러웠구요 (울트라는 엣지가 남아있긴함) 저는 뒤에 카메라모양도 컨투어컷이 아닌게 더더더 맘에 들었어요. 깔끔해보인달까. 이건 개인차가 있을것 같습니다. 카메라 화질도 s105g와 비교해서 감탄이 나올정도였구요. 배터리도 오래가서 너무 만족스러워요 ㅠㅠ
아직까지 단점은 못찾고 있습니다."
내가 실제로 구입한 갤럭시 S23은 무엇일까? 현재 이슈되는 화면 불량 체크하기,"lg폰만 쓰는 제가 방금 인터넷에서만 보던 s23,s23+,s23u 디지털프라자 가서 실물 보고왔는데 인터넷에서 보던거보다 실물이 훨씬 이쁘고 그립감도 매우 좋았습니다 ㅋㅋㅋ
카메라도 찍어봤는데 사진 화질이 되게 좋더라고요 ㅣ셔터렉도 궁금해서 연타해봤는데 개선 된 거 같고요
영상 항상 재밌게 보고있습니다 !!"
내가 실제로 구입한 갤럭시 S23은 무엇일까? 현재 이슈되는 화면 불량 체크하기,"소비자 입장에서 s21부터는 넘어갈 필요가 업다는 말씀해주셔서 감사하지만, 궁금한게 있어요. s20이 잘 만든 폰으로 유명하기도 했고, 그 이후 s21과 s22는 차라리 s20 중고폰을 사는게 낫다고 할 정도로 기본형 기준으로는 스펙업이 되지 않았다는 여론이 대다수였던 것으로 기억됩니다. 그렇다면 s20부터는 넘어갈 필요가 없다 봐도 무방한가요?"
내가 실제로 구입한 갤럭시 S23은 무엇일까? 현재 이슈되는 화면 불량 체크하기,"이번 시리즈는 나름 잘 나왔음.

+잇섭님의 송편 에디션 이라는 표현력에 감탄하고 갑니다."
내가 실제로 구입한 갤럭시 S23은 무엇일까? 현재 이슈되는 화면 불량 체크하기,"S23이 출시되고 기존 스마트폰 판매문의가 급 늘어났는데, 기변하시는분들이 많구나. 몸소 느끼는 요즘이에요. 성능이나 스펙 카메라 모두 좋아져서 만족도가 높은 편이라고 하더라구요."
내가 실제로 구입한 갤럭시 S23은 무엇일까? 현재 이슈되는 화면 불량 체크하기,"S10 사전예약해서 사용하고 중간에 배터리 광탈나서 한번 교체해서 사용하다 이번에 S23U로 갈아탔는데 너무너무 만족중입니다. 다만 10과비교해서 무게랑 크기가 아직 적응이 다 안되었지만 배터리나 전체적인부드러움 앱,인터넷 등 속도 등등 모든부분에서 너무나도 만족해서 사용중이에요!"
내가 실제로 구입한 갤럭시 S23은 무엇일까? 현재 이슈되는 화면 불량 체크하기,"S10 5G 쓰다가 울트라 넘어왔는데 체감상 2배 이상 좋아진 느낌입니다. 
베터리도 성능 라이트 모드로 해 놓으니까 엄청 오래가네요. 대만족 합니다."
내가 실제로 구입한 갤럭시 S23은 무엇일까? 현재 이슈되는 화면 불량 체크하기,14 프로에서 S 23+ 갈아탔는데 화면도 커서 진짜 넘 좋고 확실히 안드로이드 소프트웨어가 한국인한테는 진짜 편리하네요 전 정말 강추 드립니다
내가 실제로 구입한 갤럭시 S23은 무엇일까? 현재 이슈되는 화면 불량 체크하기,전 일반 유저지만 쭉 노트 유저기도 했고 워낙 큰화면의 폰을 좋아해서 울트라 넘 좋더라구요 ㅋㅋ 무거운거 빼면 단점이 딱히...없는..
내가 실제로 구입한 갤럭시 S23은 무엇일까? 현재 이슈되는 화면 불량 체크하기,"삼성 갤럭시 Z폴드 4 사용하고 있는 사용자인데
이번 갤레시 S23 시리즈 전반적으로 괜찮은거 같은데
제조과정에서 저렇게 실금 비슷하게 가 있는 모습 보이면
공정 과정과 압착 과정에서 문제가 있다는건데
이걸 이슈화 해서 삼성의 품질을 더 높이는게 좋지
않을까 생각을 합니다 물론 삼성의 A/S는 인정하지만.."
내가 실제로 구입한 갤럭시 S23은 무엇일까? 현재 이슈되는 화면 불량 체크하기,"잇섭님도 구매를 비추천 하셨지만 지금은 사전 예약도 끝나고 일반 판매 초기다 보니 가장 비쌀 때이기도 하죠.
구매를 고민하시는 분들은 더 기다렸다 가격이 떨어지면 구입하시는 것도 좋을 듯싶네요.
제가 구매한 S23은 하단에 말린 것이 살짝 보이긴 하는데 신경 쓰일 정도는 아니라 다행입니다.
전작보다 발열이 줄었음을 확실히 체감하고 있습니다."
내가 실제로 구입한 갤럭시 S23은 무엇일까? 현재 이슈되는 화면 불량 체크하기,"S23기본모델로 사전예약으로 사서 5일째 쓰는 중인데 배터리가 지립니다. Z폴드4 이번에 새 배터리로 교환해서 최상인 상태로 쓰다가 바꿨는데 체감상 3시간 반 정도 더 쓰는 것 같아요. 작년에 S22플러스도 써봤지만  하루종일 폰을 보거나 무거운 게임 돌리지 않는 이상 기본형으로도 정말 충분히 씁니다.

오전 5시 반에 출근해서 가벼운 전화, 문자, 카카오톡등 가볍게 사용하고 저녁 6시에 퇴근해서 집에 오면  평균 70프로 정도 잔량이 남네요ㅋㅋ 
지난 2년동안 이 폰 저 폰 방황했지만 s23은 아마 2년 이상 쓰지 않을까 합니다. 정말 만족스러운 갤럭시가 나왔네요."
내가 실제로 구입한 갤럭시 S23은 무엇일까? 현재 이슈되는 화면 불량 체크하기,"7분 35초 솔직히 공감합니다. 개인적으로 저 같아도 S23(기본, 플러스)보다 S21, S22(기본, 플러스) 컨투어컷 디자인이 더 마음에 들어서 저 같았으면 디자인 때문에 굳이 바꾸지 않았을 것 같아요. S21 플러스, S22 플러스가 디자인 때문에 지금도 땡기고, S23 기본형과 플러스는 개인적으로 별로라서 갈아타고 싶다란 생각까지는 들지 않네요. 잇섭님도 컨투어컷 디자인 좋아하시나 보네요. 잘 보고 갑니다. :)"
내가 실제로 구입한 갤럭시 S23은 무엇일까? 현재 이슈되는 화면 불량 체크하기,"영상 잘 봤습니다!
다른 내용이지만 혹시 23과 23+모델은 배터리 러닝타임이 많이 차이날까요?"
내가 실제로 구입한 갤럭시 S23은 무엇일까? 현재 이슈되는 화면 불량 체크하기,요번건 진짜 잘 나왔네요 제껀 s22u 이긴한데 뽑기운이 좋았던건지 불편한 점은 없었고 만족스러워서 s26 나오기 전까지는 사용할 수 있을거 같네요. 영상 잘 봤습니다~
내가 실제로 구입한 갤럭시 S23은 무엇일까? 현재 이슈되는 화면 불량 체크하기,지금 삼성이 가격을 전 모델 모두 15만원 올린 이유는 S20~S22 처럼 가격 동일을 하기위해 S23의 가격을 대폭 늘린걸수도 있다고 생각합니다.
내가 실제로 구입한 갤럭시 S23은 무엇일까? 현재 이슈되는 화면 불량 체크하기,S10 5G 쓰다가  S23+ 팬텀 블랙으로 구매했는데 저는 너무 만족해요!!  진짜 화질도 그렇고 모든 면에서 최고... 불량도 없고 대만족합니다!!
내가 실제로 구입한 갤럭시 S23은 무엇일까? 현재 이슈되는 화면 불량 체크하기,"노트10 액정교체하러갈때 서비스 직원분이
손님이니까 형식적으로 친절한게 아니고 진심이 느껴졌달까 그 이상으로 친절하셔서 감동 받은적 있었네요.ㅠㅠ
노트10 이용자로서 이번에 반응보고 23u 샀는데 너무 기대가됩니다 흐어엉"
내가 실제로 구입한 갤럭시 S23은 무엇일까? 현재 이슈되는 화면 불량 체크하기,저도 이 영상을 s23으로 시청하고 있는데 처음에 가격과 루머 때문에 걱정이 많았는데 구매하고 나니깐 저는 만족하며 쓰고 있습니다! 이번에 UI도 만족스럽습니다!!
내가 실제로 구입한 갤럭시 S23은 무엇일까? 현재 이슈되는 화면 불량 체크하기,"노트 4->노트 8-> 노트 10+ -> S23 U
유저인데 펜하고 큰 화면을 좋아해서 계속 노트기종을 선택합니다.
제가 오랜만에 휴대폰을 바꿔서 그런지 체감되는 부분이 많았습니다.

장점
1. 10+-> S23 ULTRA로 넘어오면서 동영상 4k를 체감 했습니다.

2. 배터리 지속시간이 길다.
한번충전에 게임 안하면 하루 종일 사용할 수 있다는 점과 노트북처럼 배터리 충전 제한
85%를 걸 수 있어서 수명을 연장 시킬 수 있는 것이 좋다고 생각합니다.

3. 카메라로 사진을 찍기 편해 졌다. 여러 보정을 해줘서 사진이 이쁘게 나온다. 2억확소 및 야간 모드

4. S펜의 필기감이 달라진 느낌  더 부르더워 졌다

단점

1. 무게감 노트10+가 198g이였는데 235g으로 넘어오면서 확실하게 무거워졌다는걸 느꼈습니다.

2. Sd카드 미지원
 저같은 경우는 내장 메모리와 외장 메모리를 분류해서 저장했는데 하나로 합쳐지면서 외부 sd를 구매해서 얻을 수 있는 이득을 손해보는 느낌 ㅠㅠ

현재 너무 잘 쓰고 있고 행복합니다!"
내가 실제로 구입한 갤럭시 S23은 무엇일까? 현재 이슈되는 화면 불량 체크하기,"저도 처음으로 돈번걸로 s23울트라 라벤더 사전예약구매했어요! 저한텐 비싼편이라 고민많이했는데 잇섭님 처음에 올라온영상보고 혹해서 디지털프라자가서 구매했습니다ㅎㅎ 
진짜 너어어무 마음에드네요 게임많이하기도하고 신뢰도가 떨어져서 아이폰사려다가 잇섭님 반응이좋길래 좀더 찾아보고 구매했는데 몹시만족중입니다 생각보다 무거워서 누워서 들고 폰하긴힘들지만ㅋㅋ게임들 최고옵션 아주 부드럽고좋아요 카메라는 건들일줄 몰라서 별차이 모르겠구요

화면불량은 혼자 이리저리 한참살펴봤는데 막눈이라그런가ㅋㅋ있는지없는지 잘모르겠습니다 3년은 멀쩡히 잘쓸수있었으면좋겠네요"
내가 실제로 구입한 갤럭시 S23은 무엇일까? 현재 이슈되는 화면 불량 체크하기,"S21 울트라 2년 사용했습니다.
GOS 이슈 전까지는 성능 제한 때문인지 잘 썼는데 그 이후로는 회사에서 줌으로 회의할 때 30분도 안 되서 발열때문에 꺼져서 눈치도 많이 봤고, 그래픽 좋은 모바일 게임할 때 심각할 정도로 발열이 나면서 성능이 저하되어 힘들었습니다.
그래서 이번에 못 참아서 23 울트라로 바꿨는데 정말 대만족입니다ㅠㅠ 같은 게임 한 두시간 하고 있어도 발열이 거의 없다시피하고 성능 저하도 딱히 없어요!
주변에 고민하는 사람이 있다면 저는 무조건 추천드립니다!"
내가 실제로 구입한 갤럭시 S23은 무엇일까? 현재 이슈되는 화면 불량 체크하기,전 아직 S20+쓰고 있는데... 성능이 너무 좋아서 (안망가져요️️) 강제로 쓰는 중 이에요.. 덤벙거려서 실수로 엄청 떨어뜨렸는데 깨지지도 않더라구요 근데 점점 메모리가 부족해지고 S23시리즈 디자인이 너무 예뻐보여서 고민입니다
내가 실제로 구입한 갤럭시 S23은 무엇일까? 현재 이슈되는 화면 불량 체크하기,"S10e에서 이번엔 s23기본형으로 바꿨습니다.
어차피 저는 게임은 안하고
유튜브보고 인터넷보고 웹툰이 다인데
그래도 확실히 성능 차이 느껴집니다.
특히 배터리가....와...진짜 좋아졌습니다.
그전엔 70프로쯤 되면 불안해서 충전기 껴놓는데
23은 충전안해도 아침 출근해서 퇴근까지
그냥 버팁니다."
내가 실제로 구입한 갤럭시 S23은 무엇일까? 현재 이슈되는 화면 불량 체크하기,액정을 생산하는 방식은 어느 회사나 비슷할거 같은데 그렇다면 현재 이슈화되는 화면 불량이 아이폰이나 타 기기에서도 비슷하게 나타나는지 궁금하네요 ㅎㅎ
내가 실제로 구입한 갤럭시 S23은 무엇일까? 현재 이슈되는 화면 불량 체크하기,"제품 리뷰는 잇섭이 진리인듯
설명 시원시원함"
내가 실제로 구입한 갤럭시 S23은 무엇일까? 현재 이슈되는 화면 불량 체크하기,전작 대비 배터리타임이 체감이 될 정도로 개선되어서 s22 사용자도  s23으로 갈아타는 걸 추천 함. s22u 쓰다가 바꿨는데 신세계임
내가 실제로 구입한 갤럭시 S23은 무엇일까? 현재 이슈되는 화면 불량 체크하기,이번에 디스플레이 이슈가 생긴 이유가 다른 큰 이슈가 없는것도 있는거 같아요. S22때는 gos가 모든 어그로를 다 받고 그러다보니 이 이슈가 묻혔다가 이제 다른 이슈가 없으니 이 문제가 보이는거 같기도 해요.
내가 실제로 구입한 갤럭시 S23은 무엇일까? 현재 이슈되는 화면 불량 체크하기,저두 한 10년만에 애플에서 삼성으로 넘어왔는데 만족감이 아주 좋았어요..! 기본형이라 울트라의 액정 불량(?)은 없어서 공감은 안되지만 잘 해결 됐음 좋겠네요ㅜㅜ 나중에 23 울트라 사용기도 올려주시면 좋을 것 같아요!
내가 실제로 구입한 갤럭시 S23은 무엇일까? 현재 이슈되는 화면 불량 체크하기,"저도 s23 울트라 라벤더 샀습니다!
삼성닷컴에서 13일에 배송왔습니다.
디스플레이는 열심히 찾으려고 노력해야 보이는 1mm정도 있네요 매우 양품이라 다행입니다
카메라가 점점 계속 좋아져서 나중에 1인치센서가 들어간다면 어떤 결과물이 나올지 진짜 미러리스까지 씹어먹을지 궁금하네요ㅎㅎ"
내가 실제로 구입한 갤럭시 S23은 무엇일까? 현재 이슈되는 화면 불량 체크하기,"보호필름 어떤지 궁금합니다 
저는 S21 울트라 사용중인데
서비스센터에서 비용받고 붙여주는
순정 보호필름이 정말 만족했거든요.
특히 엣지 부분때문에 UV경화까지 하는지라
마치 강화유리 붙인듯한 느낌이었는데
S23 울트라도 지금은 서비스센터에서
부착서비스 된다고는 하는데
S23 울트라용 순정 보호필름은 UV경화없는 타입이라
S21 울트라용 순정 필름하고
어떤 차이점이 있을지 궁금하네요 "
내가 실제로 구입한 갤럭시 S23은 무엇일까? 현재 이슈되는 화면 불량 체크하기,"기본형 쓰고있어요. 22 기본형에서 23기본형으로 넘어왔는데 카메라 가장 차이가 느껴지는건 CRT 브라운관 화면을 촬영할때 인데, 동일한 환경에서 가로줄이 22는 심하게 나서 찍기가 힘들었는데 23은 가로줄이없고 찍기가 편하더라구요. 소프트 적으로도 은근은근 개선이 있었나 싶은 점이었습니다."
내가 실제로 구입한 갤럭시 S23은 무엇일까? 현재 이슈되는 화면 불량 체크하기,"벌써 8달이 다 되가는 영상이네요.
4월에 S23 사가지고 5개월 동안 쓰다가, 그 전에 쓰던 노트20이 너무 그리워 리퍼로 노트20을 구매했습니다.
여러가지 부분에서 성능차이가 분명 남에도 불구하고 이상하리만큼 S23보다 노트20의 만족감이 더 크게 느껴지네요.

이게 풀어서 설명하자니 말을 못하겠고, 그렇다고 또 아닌건 아닌거고..
분명 훨씬 좋은 제품을 쓰고 있다는 것을 알면서도 왠지 모르게 노트20에 손이 가네요."
내가 실제로 구입한 갤럭시 S23은 무엇일까? 현재 이슈되는 화면 불량 체크하기,S23 쓰고있는데 완전 만족이고 이런 이슈가 있는지는 몰랐어요. 너무 자잘했나... 지문방지필름을 붙여놨더니 화면에 빛반사가 잘 안되게 되어서 그런건진 몰라도 영상보고 확인해볼때는 거의 못느꼈던 것 같아요.
내가 실제로 구입한 갤럭시 S23은 무엇일까? 현재 이슈되는 화면 불량 체크하기,"노트북은 가성비가 안좋아 삼성껀 쳐다보지도 않았는데, 
북3 체험 해보고 너무 좋았어요.
스마트폰도 5년째 안바꾸고 있는데, 이번 23은 기본형이 너무 이쁘게 나와서 구매욕을 자극 하지만, 내년에나 바꿀까 합니다. 카메라도 잘 안쓰고, 게임도 안하니, 유튜브만 잘 돌아가면 되니깐... ^^"
내가 실제로 구입한 갤럭시 S23은 무엇일까? 현재 이슈되는 화면 불량 체크하기,저도 S23 사전구매해서 아직못받고있지만 잇섭님 영상잘챙겨보면서 많은정보 받아갑니다.
내가 실제로 구입한 갤럭시 S23은 무엇일까? 현재 이슈되는 화면 불량 체크하기,20울트라쓰다가 s23기본형 쓰는데 진짜 가벼워서 좋네요ㅋㅋ근데 20울트라보다 막 뭐가좋고 그런건 못느끼겠어요 추가보상받고 보내긴했지만 20울트라가 진짜 잘나온듯
내가 실제로 구입한 갤럭시 S23은 무엇일까? 현재 이슈되는 화면 불량 체크하기,7:38 저는 오히려 저 컨투어컷이 너무 별로라 s22안 산 건데 이번 s23디자인에서 디자인 너무 이쁘게 나와서 만족
내가 실제로 구입한 갤럭시 S23은 무엇일까? 현재 이슈되는 화면 불량 체크하기,"이번에 하단 패널 불량과 후면 까짐이 있어서 센터가서 교환해달라고 해도 정상이라고 그냥 쓰라는 사례가 너무 많더라구요.
삼성은 진짜 브랜드 가치는 포기했나라는 생각이 많이 들더라구요"
내가 실제로 구입한 갤럭시 S23은 무엇일까? 현재 이슈되는 화면 불량 체크하기,아이폰10년쓰다가 노트20울트라2년쓰고 이이폰15존버할라햤는데 이번23이 디자인 너무 이쁘고 카메라도좋고 주사율120에 가벼워서 ..넘어왔는디 대만족해요. 14기본은 주사율이 60이라 절대못쓰겠고 14프로는너무 무거우ㅓ요..
내가 실제로 구입한 갤럭시 S23은 무엇일까? 현재 이슈되는 화면 불량 체크하기,S22 사전예약해서 1년 썼는데 ㅜㅜ 23 너무 성능 좋게나왔대서 질투의 마음으로 살까 했는데 제가 게임을 하는 것도 아니고 사진 조금 찍는 정도의 일반 유저라 안 사기로 했어요. 물방울 모양인 카메라가 예쁘긴 해도 어차피 폰케이스 끼는데다가 색상은 22 핑크가 더 마음에 들어서 다행이에요 ㅎㅎ
내가 실제로 구입한 갤럭시 S23은 무엇일까? 현재 이슈되는 화면 불량 체크하기,디스플레이 문제 다뤄주시다니 역시 잇섭!!
내가 실제로 구입한 갤럭시 S23은 무엇일까? 현재 이슈되는 화면 불량 체크하기,금요일날 받았는데 성능도 배터리도 상당히 만족스럽더라고요. 전 하단 액정에 이상은 없어서 다행인거 같아요 ㅋㅋ
내가 실제로 구입한 갤럭시 S23은 무엇일까? 현재 이슈되는 화면 불량 체크하기,"갤럭시S20 울트라를 3년째 쓰고있지만 디자인빼고 나머지 부분에서는 나름 만족하면서 쓰고 있어서(주 사용하는게 게임도 거의 안하고 주로 웹서핑,유튜브 정도라서요) 갤럭시S23이 잘나온걸 알고 넘어가고 싶은 마음이 많았지만 꾹 참고 새 배터리로 교체하고 갤럭시S25 까지 존버하겠습니다 갤럭시S20 울트라도 소프트웨어를 안드로이드13에다가 One UI도 5.1로 올려줘서 그나마 버틸만하네요 옛날처럼 삼성이 2년지나면 업데이트 버리고 그러지 않아서요 ㅋㅋㅋㅋㅋㅋ"
내가 실제로 구입한 갤럭시 S23은 무엇일까? 현재 이슈되는 화면 불량 체크하기,s23일반모델샀는데 진짜 빠릿하고 디자인도 너무 예쁘고 작고 가볍고 너무 만족스럽네요ㅠㅠㅠㅠㅠ
내가 실제로 구입한 갤럭시 S23은 무엇일까? 현재 이슈되는 화면 불량 체크하기,잇섭님 통신사 테더링(핫스팟)제한에 대한 생각이나 문제점 한번 영상 찍어주세요!!
내가 실제로 구입한 갤럭시 S23은 무엇일까? 현재 이슈되는 화면 불량 체크하기,첫 언빡싱 보고 크림 하려고 했다가 라벤더로 바꿨는데 이번에 오랜만에 대리점에서 했는데 예약하고 바로 다음날 찾아가라고 연락 와서 매우 당황했어요 ㅋㅋㅋ 기분은 좋았죠 ㅎㅎ
내가 실제로 구입한 갤럭시 S23은 무엇일까? 현재 이슈되는 화면 불량 체크하기,일반모델과 울트라의 폰 디자인도 완전히 다르네 ㅎㅎ
